9782212134346;Apprendre à programmer avec Python 3;3;Étagère E53;Authors (Autheurs): Gérard Swinnen\nPublisher (Editeur): Editions Eyrolles\nPublished date (Date de publication): 2012-02-02\nLanguage (Langue): fr\nPage count (Nombre de pages): 435;http://bks2.books.google.fr/books?id=HxlsQxv8V6kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2212135386;Le livre de Java premier langage;2;Étagère E53;Authors (Autheurs): Anne Tasso Publisher (Editeur): Editions Eyrolles Published date (Date de publication): 2012-08-30 Categories (Catégories):  Language (Langue): fr Description (Description): Vous avez décidé de vous initier à la programmation et souhaitez opter pour un langage largement utilisé dans le monde professionnel ? Java se révèle un choix idéal comme vous le découvrirez dans cet ouvrage qui a déjà conquis des milliers d'étudiants. Vous apprendrez d'abord à travers des exemples simples en Java à maîtriser les notions communes à tous les langages : variables types de données boucles et instructions conditionnelles etc. Vous franchirez un nouveau pas en découvrant par la pratique les concepts de la programmation orientée objet (classes,  objets,  héritage),  puis le fonctionnement des librairies graphiques AWT et Swing (fenêtres,  gestion de la souris,  tracé de graphiques). Vous découvrirez enfin comment réaliser des applications Java dotées d'interfaces graphiques conviviales grâce au logiciel libre NetBeans. Chaque chapitre est accompagné de deux types de travaux pratiques : des exercices,  dont les corrigés sont disponibles en ligne,  et un projet développé au fil de l'ouvrage,  qui vous montrera comment combiner toutes les techniques de programmation étudiées pour construire une véritable application Java. Page count (Nombre de pages): 590;http://bks1.books.google.fr/books?id=ejUspfRQgvoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9782100565726;Cloud Computing - 2ème éd - Une rupture décisive pour l'informatique d'entreprise;2;Étagère E53;Authors (Autheurs): Guillaume Plouin\nPublisher (Editeur): Dunod\nPublished date (Date de publication): 2011-05-18\nCategories (Catégories): Computers\nLanguage (Langue): fr\nDescription (Description): Avec le cloud computing l'entreprise passe d'un modèle dans lequel elle est propriétaire des infrastructures et des logiciels à un modèle "externalisé" dans lequel elle ne paye que "les ressources informatiques" qu'elle consomme. Cet ouvrage commence par expliquer en détail comment fonctionne ce modèle. Il en détaille les bénéfices (économie et souplesse) et les risques (dépendance). Il dresse la liste des bonnes questions à se poser puis détaille les étapes d'un déploiement de cette solution. Un panorama des solutions disponibles chez les grands éditeurs de logiciels puis une dernière partie plus technique sur la manière de concevoir et développer une application concluent cet état des lieux. Cette 2ème édition rend compte de l'évolution du marché et de l'offre au cours des deux dernières années.\nPage count (Nombre de pages): 288;http://bks8.books.google.fr/books?id=2a5KjhNmSdEC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71elAzSX2MErJnpCmlf178lezkTCeS3A3enK6bluk1pB3BUlcq1QSsTQqipkNKy7bD6pkjxYgMIadJ-OP2ayywxVU1kUO1M8NJkmD_KAaBl07DsTag4oydKplou-uvdd-ZU722A
9782212176278;Cloud computing: Décider - Concevoir - Piloter - Améliorer;2;Étagère E53;Authors (Autheurs): Romain Hennion, Hubert Tournier, Eric Bourgeois\nPublisher (Editeur): Eyrolles\nPublished date (Date de publication): 2012-10-04\nCategories (Catégories): Computers\nLanguage (Langue): fr\nDescription (Description): Cloud Computing : révolution ou supercherie ? On parle beaucoup du cloud computing, ce concept qui consiste à accéder à des données et des services sur des serveurs distants via un navigateur web. Mais peut-on vraiment le considérer comme une solution d'avenir ou n'est-ce qu'un simple effet marketing, comme l'a affirmé Richard Stallman, le pape du logiciel libre ? Les auteurs prouveront dans cet ouvrage que, loin d'être un nouveau terrain de jeu pour décideurs et consultants, le cloud computing est en passe de modifier tout l'écosystème informatique. Plus besoin d'acheter une infrastructure complète avec des serveurs ou des services de stockage : le client dispose d'un accès rapide à des ressources partagées et ne paie que ce qu'il consomme. Plus qu'une simple évolution technologique, il s'agit bien d'une petite révolution. Mener à bien un projet de cloud computing Dans quels cas une entreprise a-t-elle intérêt à migrer vers le cloud computing ? Comment choisir les fournisseurs d'offres cloud et quels types de contrats signer ? Combien coûte la mise en oeuvre d'un tel projet ? Comment préparer au mieux son déroulement et garantir la réussite de chaque étape ? Comment mesurer les performances de la solution déployée ? Nourri par la grande expérience des auteurs, cet ouvrage fait le point sur toutes ces questions, en analysant les forces et faiblesses du cloud computing pour l'entreprise. Avec à l'appui exemples, tableaux de synthèse, check-lists et études de cas réels, ce guide précieux apporte des réponses pragmatiques pour chaque phase du projet, et quel que soit le domaine d'application concerné : accès, analyse et fourniture de données, gestion de la relation client, productivité bureautique, finance, ressources humaines, etc. À qui s'adresse ce livre ? À tous ceux qui souhaitent conduire un projet de cloud computing et mesurer les performances des solutions mises en oeuvre : chefs de projet, architectes logiciels, développeurs, DSI, équipes d'exploitation...\nPage count (Nombre de pages): 242;http://bks5.books.google.fr/books?id=uIVHk2YzNrQC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72iicnt_gtyYRRMlGiTy-ovStGtnYtHJKsc6roS6AVmcCeEBHeN1qeRMJepBsV30YhMhD1_jdtaAKp1zZxDzSAbO1zVbbBpIVXAapoV2MoZz1VHpy0WcNhHmKs5hrCoLPO7wtK4
9781118002209;Cloud Computing: Principles and Paradigms;3;Étagère E53;Authors (Autheurs): Rajkumar Buyya, James Broberg, Andrzej M. Goscinski\nPublisher (Editeur): Wiley\nPublished date (Date de publication): 2010-12-17\nCategories (Catégories): Computers\nLanguage (Langue): en\nDescription (Description): The primary purpose of this book is to capture the state-of-the-art in Cloud Computing technologies and applications. The book will also aim to identify potential research directions and technologies that will facilitate creation a global market-place of cloud computing services supporting scientific, industrial, business, and consumer applications. We expect the book to serve as a reference for larger audience such as systems architects, practitioners, developers, new researchers and graduate level students. This area of research is relatively recent, and as such has no existing reference book that addresses it. This book will be a timely contribution to a field that is gaining considerable research interest, momentum, and is expected to be of increasing interest to commercial developers. The book is targeted for professional computer science developers and graduate students especially at Masters level. As Cloud Computing is recognized as one of the top five emerging technologies that will have a major impact on the quality of science and society over the next 20 years, its knowledge will help position our readers at the forefront of the field.\nPage count (Nombre de pages): 664;http://bks2.books.google.fr/books?id=S1NvRRd77rQC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70Kbw0N6x1Vo9sK2XLfsZ7sR0AbA33vM0mlvYE59vPrM6-QvS_A3AfXMvgBS_j3Hwlm4fj7M0yy2xVIA_Kjv3RJXNDuc3njqUrGILh4advg96XULwduCkQTeL8bwC9MHH0G1yc3
9781118023990;Cloud Computing Bible;2;Étagère E53;Authors (Autheurs): Barrie Sosinsky\nPublisher (Editeur): Wiley\nPublished date (Date de publication): 2010-12-10\nCategories (Catégories): Computers\nLanguage (Langue): en\nDescription (Description): The complete reference guide to the hot technology of cloud computing Its potential for lowering IT costs makes cloud computing a major force for both IT vendors and users, it is expected to gain momentum rapidly with the launch of Office Web Apps later this year. Because cloud computing involves various technologies, protocols, platforms, and infrastructure elements, this comprehensive reference is just what you need if you?ll be using or implementing cloud computing. Cloud computing offers significant cost savings by eliminating upfront expenses for hardware and software.its growing popularity is expected to skyrocket when Microsoft introduces Office Web Apps This comprehensive guide helps define what cloud computing is and thoroughly explores the technologies, protocols, platforms and infrastructure that make it so desirable Covers mobile cloud computing, a significant area due to ever-increasing cell phone and smartphone use Focuses on the platforms and technologies essential to cloud computing Anyone involved with planning, implementing, using, or maintaining a cloud computing project will rely on the information in Cloud Computing Bible.\nPage count (Nombre de pages): 532;http://bks2.books.google.fr/books?id=hvv2pDEAbOEC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71nhWwPclXPTkt__S6AO6kfFimC77SvhllLgsB-N7qnjUT9OCvdQej2WF62DgXl3iZ6Q_PkW88Kt8Gyc6vPiBb1ZQjeDd2apHmzr0ueenyy74-MhDKHdqvOPUaxuLypUTAU21Aj
9781849962414;Cloud computing;1;Étagère E53;Authors (Autheurs): Nick Antonopoulos, Lee Gillam\nPublisher (Editeur): Springer\nPublished date (Date de publication): 2010\nCategories (Catégories): Computers\nLanguage (Langue): en\nDescription (Description): Cloud computing continues to emerge as a subject of substantial industrial and academic interest. Although the meaning and scope of cloud computing continues to be debated, the current notion of clouds blurs the distinctions between grid services, web services, and data centers, among other areas. Clouds also bring considerations of lowering the cost for relatively bursty applications to the fore. Cloud Computing: Principles, Systems and Applications is an essential reference/guide that provides thorough and timely examination of the services, interfaces and types of applications that can be executed on cloud-based systems. The book identifies and highlights state-of-the-art techniques and methods for designing cloud systems presents mechanisms and schemes for linking clouds to economic activities, and offers balanced coverage of all related technologies that collectively contribute towards the realization of cloud computing. With an emphasis on the conceptual and systemic links between cloud computing and other distributed computing approaches, this text also addresses the practical importance of efficiency, scalability, robustness and security as the four cornerstones of quality of service. Topics and features: explores the relationship of cloud computing to other distributed computing paradigms, namely peer-to-peer, grids, high performance computing and web services presents the principles, techniques, protocols and algorithms that can be adapted from other distributed computing paradigms to the development of successful clouds.includes a Foreword by Professor Mark Baker of the University of Reading, UK,examines current cloud-practical applications and highlights early deployment experiences.elaborates the economic schemes needed for clouds to become viable business models. This book will serve as a comprehensive reference for researchers and students engaged in cloud computing. Professional system architects, technical managers, and IT consultantswill also find this unique text a practical guide to the application and delivery of commercial cloud services. Prof. Nick Antonopoulos is Head of the School of Computing, University of Derby, UK. Dr. Lee Gillam is a Lecturer in the Department of Computing at the University of Surrey, UK.\nPage count (Nombre de pages): 379;http://bks2.books.google.fr/books?id=SbSbdkqibwIC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72MCJguCqPAs11TyuPFVViXPGnh-L1QwuK7gdkEX-6TAuZnfIhigUzNEz4sdPVuodkEV7FPRJrbZtqQLLQhiAeNru9dXlcUojObPQBcXT7NDJDdu-9SsycOgUEkv4LQij6a3Feq
9781449647391;Cloud Computing;5;Étagère E53;Authors (Autheurs): Kris Jamsa\nPublisher (Editeur): Jones & Bartlett Publishers\nPublished date (Date de publication): 2012-04-30\nCategories (Catégories): Computers\nLanguage (Langue): en\nDescription (Description): Explains what cloud computing is and how this new technology is being used to make lives easier.\nPage count (Nombre de pages): 322;http://bks0.books.google.fr/books?id=msFk8DPZ7noC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73Ja7huU8bonOgCcy46Pann0lgIHRt8ddJpXKbFJekUfIszxqXCXlt_F2lqd7XH0274caHZ-sPn_HSugEgNFbvWYuNvJJzkQQd_XfUWzktLiUxD63MW5kQf5xkalJN8goxejMPl
9782841772766;Java;2;Étagère E53;Authors (Autheurs): Kathy Sierra, Bert Bates\nPublisher (Editeur): O'Reilly Editions\nPublished date (Date de publication): 2004\nCategories (Catégories): \nLanguage (Langue): fr\nDescription (Description): On sait bien ce que vous pensez : mais que vient faire un canard dans le chapitre sur la gestion de la mémoire ? Est-ce top qu'une fille dans son bain peut vraiment illustrer la subtilité d'un sujet comme le polymorphisme ? Préparez-vous à tester votre ouverture d'esprit. Java - Tête la première mélange jeux, images, interviews et vous amène à être actif de différentes manières. Rapide, réel, concret et amusant. Ce livre est tout cela. Il existe mille et une façons d'apprendre. Ce livre en a choisi une bien spécifique. Sous des dehors amusants et ludiques, cet ouvrage n'en demeure pas moins parfaitement sérieux. Java - Tête la première est une introduction à la programmation orientée objet (OO) et à Java. Les bases du langage comme des éléments plus complexes sont abordés. Les threads, les sockets, la programmation distribuée avec RMI sont autant de sujets abordés pour ne citer qu'eux. Mais la différence réside dans les jeux, les énigmes à résoudre, toutes ces images. Bref, la différence c'est la façon dont vous allez apprendre. L'approche des auteurs est concentrée sur la pédagogie. Les concepts s'appuient sur des images et sur des exercices ludiques. Les différents points n'en sont alors que mieux mémorisés. Si vous voulez apprendre Java mais qu'en même temps vous aimez sortir et vous amuser, alors feuilletez ce livre. Il est fait pour vous.\nPage count (Nombre de pages): 619;http://bks0.books.google.fr/books?id=n79bw0RFNUIC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73kCAHevaKeCdMmA4gUhViUe2abxJGjXBokopJ5zgTKLl2QfzVzB-m2qEMdjzR-f9wF1SjH_W6eu9T4GqvCFUSNJ3tlv2QeuszlpXyR4RIMZyMxM7UvmBiFzPck05yO3-s30X6p
9782746031708;Java 5;1;Étagère E53;Authors (Autheurs): Alexandre Brillant\nPublisher (Editeur): Editions ENI\nPublished date (Date de publication): 2006\nCategories (Catégories): \nLanguage (Langue): fr\nDescription (Description): Cet ouvrage s'adresse aux développeurs désireux d'acquérir rapidement une réelle productivité sur Java mais également aux chefs de projet ou responsables techniques soucieux de connaître et d'exploiter toutes les possibilités du langage. A travers un grand nombres d'exercices courts et variés (collections, thread, interface graphique, base de données, XML, entrées/sorties, Java web start...), vous découvrirez l'essentiel de Java 5 (syntaxe, objet, API...). Lorsque cela s'avère nécessaire un rappel de cours a été fait au niveau du corrigé pour reprendre les bases indispensables (définition d'une classe, héritage, abstraction, polymorphisme) mais également présenter les nouveautés qui font de Java 5 une source inépuisable de possibilités (generics, autoboxing, nouvelle boucle, import static, énumération...). Au-delà de l'entraînement proposé, vous pourrez ainsi vous constituer un socle de références (modèles de programmation) que vous pourrez reprendre à loisir dans vos travaux quotidiens.\nPage count (Nombre de pages): 243;http://bks8.books.google.fr/books?id=qD8UMCSf_V8C&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73-mAW_ciIN4u4Bc-6Ww3mqGu8MrQ-CpJdAoXcvJo_dWMYx8k-zvh_Ra0xIYkKAls0D9PJlt5_gs3cnxjRhmKAIs1zWdZJp7KUvvroJqaW12vcFfjd24WGu8RuhPH4rGW4p4nOz
